review_id,problem_type,severity,message,source_sheet,source_row,event_name,year,athlete_name,country,discipline,category,apparatus,vt_attempt,day,format,round,D_score,vault_attempt_order_uncertain,suggestion_count,top_suggestion_id,top_suggestion_type,top_suggestion_confidence,top_suggestion_message,top_target_event_name,top_target_year,top_target_athlete_name,top_target_country,top_target_discipline,top_target_category,top_target_apparatus,top_target_vt_attempt,top_target_day,top_target_format,top_target_round,top_target_score,top_target_D_score,top_target_source_sheet,top_target_source_row,all_suggestions_json
orphan_76ca733772df7893,possible_context_mismatch,review,"Possible format, round, or day mismatch.",MAG D,130,Cottbus World Cup,2026,Agust Davidsson,ISL,MAG,senior,PB,,,individual,qualification,4.7,False,1,suggestion_552971ad56be8f33,context_correction,0.65,"Same athlete/event/apparatus exists in the score sheet, but format, round, or day is different.",Cottbus World Cup,2026,Agust Davidsson,ISL,MAG,senior,PB,,,apparatus,final,13.366,4.7,MAG,128,"[{""suggestion_id"": ""suggestion_552971ad56be8f33"", ""suggestion_type"": ""context_correction"", ""confidence"": 0.65, ""message"": ""Same athlete/event/apparatus exists in the score sheet, but format, round, or day is different."", ""action"": ""attach_d_score_to_target_result"", ""changes"": {""format"": {""from"": ""individual"", ""to"": ""apparatus""}, ""round"": {""from"": ""qualification"", ""to"": ""final""}, ""day"": {""from"": null, ""to"": null}}, ""target_result"": {""event_name"": ""Cottbus World Cup"", ""year"": 2026, ""athlete_name"": ""Agust Davidsson"", ""country"": ""ISL"", ""discipline"": ""MAG"", ""category"": ""senior"", ""apparatus"": ""PB"", ""vt_attempt"": null, ""day"": null, ""format"": ""apparatus"", ""round"": ""final"", ""score"": 13.366, ""D_score"": 4.7, ""vault_attempt_order_uncertain"": false, ""source_sheet"": ""MAG"", ""source_row"": 128, ""target_id"": ""target_a90fc3847ad7ba95""}}]"
orphan_339cb15132c3cc65,possible_event_name_mismatch,review,Possible event-name mismatch between the D sheet and the score sheet.,MAG D,208,NCAA Week 8,2026,Akseli Karsikas,USA,MAG,senior,FX,,,individual,final,5.0,False,1,suggestion_9c130e8c5f617f5a,event_name_correction,0.909,D-score event 'NCAA Week 8' may match score-sheet event 'NCAA Week 5'.,NCAA Week 5,2026,Akseli Karsikas,FIN,MAG,senior,FX,,,individual,final,12.25,5.1,MAG,203,"[{""suggestion_id"": ""suggestion_9c130e8c5f617f5a"", ""suggestion_type"": ""event_name_correction"", ""confidence"": 0.909, ""message"": ""D-score event 'NCAA Week 8' may match score-sheet event 'NCAA Week 5'."", ""action"": ""attach_d_score_to_target_result"", ""changes"": {""event_name"": {""from"": ""NCAA Week 8"", ""to"": ""NCAA Week 5""}}, ""target_result"": {""event_name"": ""NCAA Week 5"", ""year"": 2026, ""athlete_name"": ""Akseli Karsikas"", ""country"": ""FIN"", ""discipline"": ""MAG"", ""category"": ""senior"", ""apparatus"": ""FX"", ""vt_attempt"": null, ""day"": null, ""format"": ""individual"", ""round"": ""final"", ""score"": 12.25, ""D_score"": 5.1, ""vault_attempt_order_uncertain"": false, ""source_sheet"": ""MAG"", ""source_row"": 203, ""target_id"": ""target_df1dc0b888d84bac""}}]"
orphan_fecadae84ec8b8fe,missing_final_score_for_context,review,"The athlete/event exists, but not this apparatus/context.",MAG D,325,Belgian Championships,2026,Alessio Corda,BEL,MAG,senior,SR,,,individual,final,4.4,False,0,,,,,,,,,,,,,,,,,,,,[]
orphan_71e315659bcbd941,possible_context_mismatch,review,"Possible format, round, or day mismatch.",MAG D,395,Austrian Championships,2026,Alexander Pfaffenbauer,AUT,MAG,senior,VT,1,,apparatus,final,4.8,True,1,suggestion_d5b9ea1e8bd8b0b5,context_correction,0.65,"Same athlete/event/apparatus exists in the score sheet, but format, round, or day is different.",Austrian Championships,2026,Alexander Pfaffenbauer,AUT,MAG,senior,VT,1,,individual,final,13.05,4.8,MAG,394,"[{""suggestion_id"": ""suggestion_d5b9ea1e8bd8b0b5"", ""suggestion_type"": ""context_correction"", ""confidence"": 0.65, ""message"": ""Same athlete/event/apparatus exists in the score sheet, but format, round, or day is different."", ""action"": ""attach_d_score_to_target_result"", ""changes"": {""format"": {""from"": ""apparatus"", ""to"": ""individual""}, ""round"": {""from"": ""final"", ""to"": ""final""}, ""day"": {""from"": null, ""to"": null}}, ""target_result"": {""event_name"": ""Austrian Championships"", ""year"": 2026, ""athlete_name"": ""Alexander Pfaffenbauer"", ""country"": ""AUT"", ""discipline"": ""MAG"", ""category"": ""senior"", ""apparatus"": ""VT"", ""vt_attempt"": 1, ""day"": null, ""format"": ""individual"", ""round"": ""final"", ""score"": 13.05, ""D_score"": 4.8, ""vault_attempt_order_uncertain"": true, ""source_sheet"": ""MAG"", ""source_row"": 394, ""target_id"": ""target_59251f7a61d284f7""}}]"
orphan_4789d791276030df,possible_context_mismatch,review,"Possible format, round, or day mismatch.",MAG D,395,Austrian Championships,2026,Alexander Pfaffenbauer,AUT,MAG,senior,VT,2,,apparatus,final,3.6,True,1,suggestion_fc18ba3e5af60232,context_correction,0.65,"Same athlete/event/apparatus exists in the score sheet, but format, round, or day is different.",Austrian Championships,2026,Alexander Pfaffenbauer,AUT,MAG,senior,VT,2,,individual,final,12.65,3.6,MAG,394,"[{""suggestion_id"": ""suggestion_fc18ba3e5af60232"", ""suggestion_type"": ""context_correction"", ""confidence"": 0.65, ""message"": ""Same athlete/event/apparatus exists in the score sheet, but format, round, or day is different."", ""action"": ""attach_d_score_to_target_result"", ""changes"": {""format"": {""from"": ""apparatus"", ""to"": ""individual""}, ""round"": {""from"": ""final"", ""to"": ""final""}, ""day"": {""from"": null, ""to"": null}}, ""target_result"": {""event_name"": ""Austrian Championships"", ""year"": 2026, ""athlete_name"": ""Alexander Pfaffenbauer"", ""country"": ""AUT"", ""discipline"": ""MAG"", ""category"": ""senior"", ""apparatus"": ""VT"", ""vt_attempt"": 2, ""day"": null, ""format"": ""individual"", ""round"": ""final"", ""score"": 12.65, ""D_score"": 3.6, ""vault_attempt_order_uncertain"": true, ""source_sheet"": ""MAG"", ""source_row"": 394, ""target_id"": ""target_c220c9c12bc497c3""}}]"
orphan_214e3e62ba2dec99,missing_final_score_for_context,review,"The athlete/event exists, but not this apparatus/context.",MAG D,423,British Championships,2026,Alfie Wild,GBR,MAG,junior,VT,2,,individual,final,2.0,True,0,,,,,,,,,,,,,,,,,,,,[]
orphan_684e674d7ad38f8b,missing_final_score_for_context,review,"The athlete/event exists, but not this apparatus/context.",MAG D,513,3rd Italian Serie A,2026,Andrea Passini,ITA,MAG,senior,PH,,,individual,final,3.7,False,0,,,,,,,,,,,,,,,,,,,,[]
orphan_8d08f08bf4b8c59c,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,537,4th Bundesliga,2026,Andrei Mihai,GER,MAG,senior,HB,,,individual,final,3.9,False,0,,,,,,,,,,,,,,,,,,,,[]
orphan_b0afa259630f9924,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,537,4th Bundesliga,2026,Andrei Mihai,GER,MAG,senior,PB,,,individual,final,4.0,False,0,,,,,,,,,,,,,,,,,,,,[]
orphan_681f8cb57116d71c,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,537,4th Bundesliga,2026,Andrei Mihai,GER,MAG,senior,PH,,,individual,final,4.0,False,0,,,,,,,,,,,,,,,,,,,,[]
